id,name,credits,college,prereqs,subject,department
ART 122,Advanced Topics in Digital Media,4,College of Letters and Science,"ART 22, ART 7D",ART,Art
ART 122CC,Advanced Digital Project: Creative Cartography,4,College of Letters and Science,"ART 22, ART 7D",ART,Art
ART 122CD,Computational Design through Responsive Architecture,4,College of Letters and Science,"ART 22, ART 7D",ART,Art
ART 122DM,Advanced Topics in Digital Media,4,College of Letters and Science,"ART 22, ART 7D",ART,Art
ART 122PC,Advanced Digital Projects: Physical Computing,4,College of Letters and Science,"ART 22, ART 7D",ART,Art
ART 124,ARTISTS FUTURES: PROFESSIONAL PRACTICES II,5,College of Letters and Science,,ART,Art
ART 125,Art Since 1950,4,College of Letters and Science,,ART,Art
ART 126,Introduction to Contemporary Theory,4,College of Letters and Science,| ART 1A,ART,Art
ART 130,Visual Arts as Culture,4,College of Letters and Science,,ART,Art
ART 132,Digital Video,4,College of Letters and Science,ART 32,ART,Art
ART 133,Memory: An Interdisciplinary Exploration,4,College of Letters and Science,,ART,Art
ART 133M,Memory: An Interdisciplinary Exploration,5,College of Letters and Science,,ART,Art
ART 134,Performance,4,College of Letters and Science,,ART,Art
ART 134P,Performance & Environment,4,College of Letters and Science,,ART,Art
ART 136,Personal Narrative,4,College of Letters and Science,,ART,Art
ART 137,Spoken Word,4,College of Letters and Science,,ART,Art
ART 14,Lower-Division Print,4,College of Letters and Science,,ART,Art
ART 177,Art and Science of Aerospace Culture,4,College of Letters and Science,,ART,Art
ART 179C,Mediatechnology,4,College of Letters and Science,,ART,Art
ART 18,Lower-Division Drawing,4,College of Letters and Science,,ART,Art
ART 185,Special Topics in Art,4,College of Letters and Science,,ART,Art
ART 185AA,Special Topics in Art,4,College of Letters and Science,,ART,Art
ART 185AI,Art and Machine Learning,4,College of Letters and Science,,ART,Art
ART 185B,ARTISTS FUTURES: PROFESSIONAL PRACTICES B,5,College of Letters and Science,,ART,Art
ART 185BD,Special Topics: Black Focus Environmental Design Justice: Relocalizing Leimert Park,4,College of Letters and Science,,ART,Art
ART 185CG,Special Topics in Art,4,College of Letters and Science,,ART,Art
ART 185GL,Digital Project - Optical-Digital Culture & Practice,4,College of Letters and Science,,ART,Art
ART 185HR,Special Topics in Art,4,College of Letters and Science,,ART,Art
ART 185ID,Special Topics in Art,4,College of Letters and Science,,ART,Art
ART 185IV,Special Topics in Art,4,College of Letters and Science,,ART,Art
ART 185JC,Special Topics in Art,4,College of Letters and Science,,ART,Art
ART 185KM,Special Topics in Art,4,College of Letters and Science,,ART,Art
ART 185KY,Special Topics in Art,4,College of Letters and Science,,ART,Art
ART 185LJ,Special Topics in Art,4,College of Letters and Science,,ART,Art
ART 185MP,Special Topics in Art,4,College of Letters and Science,,ART,Art
ART 185PM,Special Topics in Art,4,College of Letters and Science,,ART,Art
ART 185PR,"Printed, Repeat",4,College of Letters and Science,,ART,Art
ART 185RG,Special Topics in Art,4,College of Letters and Science,,ART,Art
ART 185RR,Special Topics in Art,4,College of Letters and Science,,ART,Art
ART 185SW,Special Topics in Art,4,College of Letters and Science,,ART,Art
ART 185XX,Special Topics in Art,4,College of Letters and Science,,ART,Art
ART 189A,Capstone Design Lab,3,College of Letters and Science,ART 7D,ART,Art
ART 189B,Capstone Design Lab,3,College of Letters and Science,,ART,Art
ART 189C,Capstone Design Lab,3,College of Letters and Science,ART 7D,ART,Art
ART 19,Lower-Division Photography,4,College of Letters and Science,,ART,Art
ART 192,Internship in Art,8,College of Letters and Science,,ART,Art
ART 192ES,Exhibition Studies Internship,8,College of Letters and Science,,ART,Art
ART 192IA,Internship in Art,8,College of Letters and Science,,ART,Art
ART 194,Special Group Studies,99,College of Letters and Science,,ART,Art
ART 196,Honors Seminar,4,College of Letters and Science,,ART,Art
ART 199,Independent Studies,16,College of Letters and Science,,ART,Art
ART 199RA,Independent Research Assistance in Art,8,College of Letters and Science,,ART,Art
ART 1A,Visual Literacy,5,College of Letters and Science,,ART,Art
ART 1C,Introduction to Contemporary Art,2,College of Letters and Science,,ART,Art
ART 213,Experimental Video & Animation,4,College of Letters and Science,,ART,Art
ART 22,Introduction to Computer Programming in the Arts,4,College of Letters and Science,,ART,Art
ART 242,Reading and Research in Art,4,College of Letters and Science,,ART,Art
ART 244,Graduate Seminar in Critique,4,College of Letters and Science,,ART,Art
ART 245,Graduate Theory Seminar,4,College of Letters and Science,,ART,Art
ART 246,Post MFA,4,College of Letters and Science,,ART,Art
ART 260,Graduate Seminar in Visual Arts,4,College of Letters and Science,,ART,Art
ART 261,All Faculty Graduate Seminar,2,College of Letters and Science,,ART,Art
ART 32,Introduction to Digital Video,4,College of Letters and Science,,ART,Art
ART 501,Teaching Assistant Practicum,99,College of Letters and Science,,ART,Art
ART 591A,Directed Study in Visual Arts Education,99,College of Letters and Science,,ART,Art
ART 593MS,M.F.A. Thesis Project,99,College of Letters and Science,,ART,Art
ART 594,Special Studies in Art,4,College of Letters and Science,,ART,Art
ART 595,Direct Historical Reading and Research,99,College of Letters and Science,,ART,Art
ART 7A,The Intersections of Art and Life,5,College of Letters and Science,,ART,Art
ART 7B,Introduction to Contemporary Practice I: Image Studies,5,College of Letters and Science,,ART,Art
ART 7C,Introduction to Contemporary Practice II: Spatial Studies,5,College of Letters and Science,,ART,Art
ART 7D,"Introduction to Contemporary Practice III: Art, Science and Technologies",5,College of Letters and Science,,ART,Art
ART CS 10,Graphic Study of the History of Graphic Ideas: Drawing,99,College of Creative Studies,,ART CS,Creative StdsCR
ART CS 101,Drawing and Painting,99,College of Creative Studies,,ART CS,Creative StdsCR
ART CS 102,Themes,99,College of Creative Studies,,ART CS,Creative StdsCR
ART CS 104,Prints,99,College of Creative Studies,,ART CS,Creative StdsCR
ART CS 105,Book Arts,99,College of Creative Studies,,ART CS,Creative StdsCR
ART CS 106,Art Symposium,99,College of Creative Studies,,ART CS,Creative StdsCR
ART CS 107,"History, Theory, and Criticism",99,College of Creative Studies,,ART CS,Creative StdsCR
ART CS 112,Special Topics,99,College of Creative Studies,,ART CS,Creative StdsCR
ART CS 120,Sculpture,99,College of Creative Studies,,ART CS,Creative StdsCR
ART CS 125,Sculpture-Related Studies,99,College of Creative Studies,,ART CS,Creative StdsCR
ART CS 15,Art Colloquium,99,College of Creative Studies,,ART CS,Creative StdsCR
ART CS 150,Elements of Filmmaking/Video,99,College of Creative Studies,,ART CS,Creative StdsCR
ART CS 192,Internship,99,College of Creative Studies,,ART CS,Creative StdsCR
ART CS 199,Independent Studies,45,College of Creative Studies,,ART CS,Creative StdsCR
ART CS 5,Group Studies,99,College of Creative Studies,,ART CS,Creative StdsCR
ARTHI 103D,Introduction to Classical Archaeology,4,College of Letters and Science,,ARTHI,Hist of Art&Arc
ARTHI 103E,Roman Art and Archaeology,4,College of Letters and Science,,ARTHI,Hist of Art&Arc
ARTHI 103F,Greek Art and Archaeology,4,College of Letters and Science,,ARTHI,Hist of Art&Arc
ARTHI 103G,Ancient Spectacle,4,College of Letters and Science,,ARTHI,Hist of Art&Arc
ARTHI 103H,Archaeological Field School,6,College of Letters and Science,,ARTHI,Hist of Art&Arc
ARTHI 105C,Medieval Architecture: From Constantine to Charlemagne,4,College of Letters and Science,,ARTHI,Hist of Art&Arc
ARTHI 105E,The Origins of Romanesque Architecture,4,College of Letters and Science,,ARTHI,Hist of Art&Arc
ARTHI 105G,Late Romanesque and Gothic Architecture,4,College of Letters and Science,,ARTHI,Hist of Art&Arc
ARTHI 105L,Art and Society in Late-Medieval Tuscany,4,College of Letters and Science,,ARTHI,Hist of Art&Arc
ARTHI 105M,"The Design, Construction, and Structure of Medieval Architecture",4,College of Letters and Science,,ARTHI,Hist of Art&Arc
ARTHI 105O,The Global Middle Ages: Visual and Cultural Encounters in the Medieval Mediterranean,4,College of Letters and Science,,ARTHI,Hist of Art&Arc
ARTHI 105P,Introduction to Medieval Art and Architecture,4,College of Letters and Science,,ARTHI,Hist of Art&Arc
ARTHI 105Q,Art and War,4,College of Letters and Science,,ARTHI,Hist of Art&Arc
ARTHI 105R,Art of Medieval Spain: Visual and Cultural Encounters,4,College of Letters and Science,,ARTHI,Hist of Art&Arc
ARTHI 107A,Painting in the 15th-Century Netherlands,4,College of Letters and Science,,ARTHI,Hist of Art&Arc
ARTHI 107B,Painting in the 16th-Century Netherlands,4,College of Letters and Science,,ARTHI,Hist of Art&Arc
ARTHI 107C,Renaissance Kunst- and Wunderkammern: the First Museums,4,College of Letters and Science,,ARTHI,Hist of Art&Arc
ARTHI 107D,Puzzles and Vexations: Games in Early-Modern Art and Culture,4,College of Letters and Science,,ARTHI,Hist of Art&Arc
ARTHI 108,Special Topics in Fifteenth and Sixteenth Century Northern European Art,4,College of Letters and Science,,ARTHI,Hist of Art&Arc
ARTHI 109A,Italian Renaissance Art: 1400-1500,4,College of Letters and Science,,ARTHI,Hist of Art&Arc
ARTHI 109B,De-centering Renaissance Art: 1500-1600,4,College of Letters and Science,,ARTHI,Hist of Art&Arc
ARTHI 109C,"Art, Science, and Technology in the Renaissance",4,College of Letters and Science,,ARTHI,Hist of Art&Arc
ARTHI 109E,Michelangelo,4,College of Letters and Science,,ARTHI,Hist of Art&Arc
ARTHI 109F,Italian Journeys,4,College of Letters and Science,,ARTHI,Hist of Art&Arc
ARTHI 109G,"Leonardo Da Vinci: Art, Science, and Technology in Early Modern Italy",4,College of Letters and Science,,ARTHI,Hist of Art&Arc
ARTHI 109I,Art and the Environment in the Early Modern Period,4,College of Letters and Science,,ARTHI,Hist of Art&Arc
ARTHI 111B,Dutch Art in the Age of Rembrandt,4,College of Letters and Science,,ARTHI,Hist of Art&Arc
ARTHI 111C,Dutch Art in the Age of Vermeer,4,College of Letters and Science,,ARTHI,Hist of Art&Arc
ARTHI 111F,Rethinking Rembrandt,4,College of Letters and Science,,ARTHI,Hist of Art&Arc
ARTHI 112,Special Topics in Northern European Art.,4,College of Letters and Science,,ARTHI,Hist of Art&Arc
ARTHI 113A,Seventeenth Century Art in Southern Europe,4,College of Letters and Science,,ARTHI,Hist of Art&Arc
ARTHI 113B,Seventeenth Century Art in Italy I,4,College of Letters and Science,,ARTHI,Hist of Art&Arc
ARTHI 113F,Bernini and the Age of the Baroque,4,College of Letters and Science,,ARTHI,Hist of Art&Arc
ARTHI 115A,Eighteenth-Century Art: 1685 to 1750,4,College of Letters and Science,,ARTHI,Hist of Art&Arc
ARTHI 115B,Eighteenth-Century Art: 1750 to 1810,4,College of Letters and Science,,ARTHI,Hist of Art&Arc
ARTHI 115D,Eighteenth-Century Art in Italy: The Age of the Grand Tour,4,College of Letters and Science,,ARTHI,Hist of Art&Arc
ARTHI 115E,The Grand Tour: Experiencing Italy in the Eighteenth Century,4,College of Letters and Science,,ARTHI,Hist of Art&Arc
ARTHI 116,Special Topics in Eighteenth Century Art,4,College of Letters and Science,,ARTHI,Hist of Art&Arc
ARTHI 116EE,Theory and Historiography of Art,4,College of Letters and Science,,ARTHI,Hist of Art&Arc
ARTHI 117B,Nineteenth-Century Art: 1848-1900,4,College of Letters and Science,,ARTHI,Hist of Art&Arc
ARTHI 117F,Impressionism and Post-Impressionism,4,College of Letters and Science,,ARTHI,Hist of Art&Arc
ARTHI 118,Special Topics in Nineteenth Century Art,4,College of Letters and Science,,ARTHI,Hist of Art&Arc
ARTHI 119B,Contemporary Art,4,College of Letters and Science,,ARTHI,Hist of Art&Arc
ARTHI 119C,Expressionism to New Objectivity: Early Twentieth Century German Art,4,College of Letters and Science,,ARTHI,Hist of Art&Arc
ARTHI 119D,Art in the Post-Modern World,4,College of Letters and Science,,ARTHI,Hist of Art&Arc
ARTHI 119E,"Early Twentieth Century European Art, 1900-1945",4,College of Letters and Science,,ARTHI,Hist of Art&Arc
ARTHI 119F,"Art of the Post-War Period, 1945-1968",4,College of Letters and Science,,ARTHI,Hist of Art&Arc
ARTHI 119G,Critical Approaches to Visual Culture,4,College of Letters and Science,,ARTHI,Hist of Art&Arc
ARTHI 120,Special Topics in Twentieth-Century Modern Art,4,College of Letters and Science,,ARTHI,Hist of Art&Arc
ARTHI 120AA,Special Topics in Twentieth-Century Modern Art,4,College of Letters and Science,,ARTHI,Hist of Art&Arc
ARTHI 120BB,Special Topics in Twentieth-Century Modern Art,4,College of Letters and Science,,ARTHI,Hist of Art&Arc
ARTHI 120CC,Special Topics in Twentieth-Century Modern Art,4,College of Letters and Science,,ARTHI,Hist of Art&Arc
ARTHI 120CV,Coloring Vision: The Meanings and Markings of Color in Modern Culture,4,College of Letters and Science,,ARTHI,Hist of Art&Arc
ARTHI 120DD,Special Topics in Twentieth-Century Modern Art,4,College of Letters and Science,,ARTHI,Hist of Art&Arc
ARTHI 121A,American Art from Revolution to Civil War: 1700-1860,4,College of Letters and Science,,ARTHI,Hist of Art&Arc
ARTHI 121B,"Reconstruction, Renaissance, and Realism in American Art: 1860-1900",4,College of Letters and Science,,ARTHI,Hist of Art&Arc
ARTHI 121C,"Twentieth-Century American Art: Modernism and Pluralism, 1900-Present",4,College of Letters and Science,,ARTHI,Hist of Art&Arc
ARTHI 121D,African American Art and the African Legacy,4,College of Letters and Science,,ARTHI,Hist of Art&Arc
ARTHI 121E,"Three-Dimensional Arts of the United States: Meaning, Context, Reception",4,College of Letters and Science,,ARTHI,Hist of Art&Arc
ARTHI 121F,Re-Reading American Photography,4,College of Letters and Science,,ARTHI,Hist of Art&Arc
ARTHI 121G,Native North American Art,4,College of Letters and Science,,ARTHI,Hist of Art&Arc
ARTHI 122,Special Topics in Art of the Americas,4,College of Letters and Science,,ARTHI,Hist of Art&Arc
ARTHI 123D,Art of Colonial Mexico,4,College of Letters and Science,,ARTHI,Hist of Art&Arc
ARTHI 123E,Mexican Manuscripts,4,College of Letters and Science,,ARTHI,Hist of Art&Arc
ARTHI 127A,African Art I,4,College of Letters and Science,,ARTHI,Hist of Art&Arc
ARTHI 127B,African Art II,4,College of Letters and Science,,ARTHI,Hist of Art&Arc
ARTHI 128,Special Topics in African Art,4,College of Letters and Science,,ARTHI,Hist of Art&Arc
ARTHI 130A,Pre-Columbian Art of Mexico,4,College of Letters and Science,,ARTHI,Hist of Art&Arc
ARTHI 130B,Pre-Columbian Art of the Maya,4,College of Letters and Science,,ARTHI,Hist of Art&Arc
ARTHI 130C,The Arts of Spain and New Spain,4,College of Letters and Science,,ARTHI,Hist of Art&Arc
ARTHI 130D,Art and Archaeology of the Ancient Andes,4,College of Letters and Science,,ARTHI,Hist of Art&Arc
ARTHI 130F,Art and Archaeology of Mesoamerica,4,College of Letters and Science,,ARTHI,Hist of Art&Arc
ARTHI 130G,Art and Architecture of the North Coast of Peru,4,College of Letters and Science,,ARTHI,Hist of Art&Arc
ARTHI 131,Special Topics in Latin American Art,4,College of Letters and Science,,ARTHI,Hist of Art&Arc
ARTHI 131CM,Art of Colonial Mexico,4,College of Letters and Science,,ARTHI,Hist of Art&Arc
ARTHI 131MM,Mexican Manuscripts,4,College of Letters and Science,,ARTHI,Hist of Art&Arc
ARTHI 132A,Mediterranean Cities,4,College of Letters and Science,,ARTHI,Hist of Art&Arc
ARTHI 132D,Islamic Architecture 650-1400,4,College of Letters and Science,,ARTHI,Hist of Art&Arc
